web-scraper-order,web-scraper-start-url,title,date
1628107496-378,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Amazon to help during hurricane season with quick delivery of disaster relief supplies,1-Jun-21
1628107496-399,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Rites of passage are deferred as students adjust to school in isolation,21-Mar-20
1628107496-405,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,"A deadly earthquake has most of Puerto Rico with no power, no water and residents fear tremors will bring more destruction",7-Jan-20
1628107496-387,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Beach erosion from Tropical Storm Eta unearthed remnants of an 1800s shipwreck in Florida,22-Nov-20
1628107496-385,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,What it's like inside a luxury Caribbean 'vacation bubble',19-Jan-21
1628107496-390,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,"With Europe off limits, US travelers look to the Caribbean",29-Jun-20
1628107496-388,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,A 122-year love-hate relationship: Puerto Rico -- once again -- will vote on statehood,31-Oct-20
1628107496-397,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,"In the pandemic, the threat of natural disasters still looms. The thought of facing both at once worries some who'd be in charge",18-Apr-20
1628107496-376,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Hurricane Statistics Fast Facts,31-May-13
1628107496-406,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Deadly earthquake hits Puerto Rico,7-Jan-20
1628107496-402,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,House approves $4.7 billion Puerto Rico disaster relief package,7-Feb-20
1628107496-410,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,"'There is nothing here': The future is uncertain for 70,000 in the Bahamas left homeless by Dorian",8-Sep-19
1628107496-413,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,From Kim Jong Un to Hurricane Dorian: Trump made 62 false claims last week,4-Sep-19
1628107496-409,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,"A disaster-recovery loan agent stole hurricane victims' identities to enrich herself, feds allege",10-Oct-19
1628107496-401,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,"Florida's war on weeds is killing fish and supercharging red tide, opponents say",7-Feb-20
1628107496-383,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Houston Police Chief Art Acevedo resigning to lead the Miami department,15-Mar-21
1628107496-400,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,This teen makes adorable bow ties to help get shelter dogs and cats adopted,24-Feb-20
1628107496-398,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,4 major hurricanes are predicted as part of an above-normal 2020 Atlantic hurricane season,2-Apr-20
1628107496-377,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,At least 11 dead after partial building collapse near Miami,27-Jun-21
1628107496-389,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,FEMA braces for Hurricane Laura amid coronavirus response,27-Aug-20
1628107496-391,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,"The pandemic could lead to longer power outages following a hurricane, industry leaders warn",28-Jun-20
1628107496-403,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,"First detailed images of a turbulent surface of the sun, thanks to new telescope",29-Jan-20
1628107496-384,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,How a bad response to a weather disaster can ruin a political career,20-Feb-21
1628107496-394,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,How cities along the US coast are preparing for a hurricane season like no other,31-May-20
1628107496-404,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Earthquake-damaged buildings cripple Puerto Rico,16-Jan-20
1628107496-386,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,"2020 smashed the record for billion-dollar weather and climate disasters, NOAA says",8-Jan-21
1628107496-407,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,10 of the best Caribbean islands to visit,3-Jan-20
1628107496-382,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,"Flood risk is growing for US homeowners due to climate change. Current insurance rates greatly underestimate the threat, a new report finds",22-Feb-21
1628107496-412,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Not everyone is outraged by Trump's move to divert military funds to pay for border wall,6-Sep-19
1628107496-396,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Some island lizard species evolve to survive hurricanes -- the key is bigger toe pads,27-Apr-20
1628107496-381,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Teen helps adoptable dogs stand out with handmade bow ties,3-Apr-21
1628107496-392,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,2017 Atlantic Hurricane Season Fast Facts,15-May-17
1628107496-408,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,The 2010s were relentless. Here are some of the most fascinating news stories that shaped the decade,30-Dec-19
1628107496-379,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,"Trump administration hampered investigation into delayed Puerto Rico hurricane relief, government watchdog finds",22-Apr-21
1628107496-395,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Face mask and hand sanitizer added to hurricane preparedness checklist,4-May-20
1628107496-380,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Raul Castro Fast Facts,13-Dec-12
1628107496-393,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,Researchers predict up to 19 named storms this hurricane season. Here are their names,1-Jun-20
1628107496-411,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=1&page=1,A cruise line is offering free evacuations to those on Grand Bahama Island,5-Sep-19
1628107588-446,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,House Oversight re-launches Irma and Maria hurricane response investigation,6-May-19
1628107588-439,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,The world's best waterfront restaurants promise more than a view,22-Jul-19
1628107588-416,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Donald Trump isn't up to the job,3-Sep-19
1628107588-424,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Hurricane Dorian intensifies as it heads for US,29-Aug-19
1628107588-421,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Hurricane Dorian heads for the US mainland,31-Aug-19
1628107588-454,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,A beach a day: Antigua boasts a year's worth of sunny spots,16-Mar-19
1628107588-418,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,How do hospitals prepare for hurricanes?,2-Sep-19
1628107588-432,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Tropical Storm Dorian nears Puerto Rico,27-Aug-19
1628107588-423,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,People are leaving their cars at gas stations as fuel runs out in Florida ahead of Hurricane Dorian's arrival,30-Aug-19
1628107588-456,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,What warmer oceans mean for the planet,12-Jan-19
1628107588-458,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,World's best sailing destinations,4-Jul-18
1628107588-436,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,"HUD delays funding for Puerto Rico, citing 'alleged corruption'",2-Aug-19
1628107588-427,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,"As Hurricane Dorian loomed over Puerto Rico, Trump turned to insults, not support",29-Aug-19
1628107588-422,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Disney World Orlando and Hurricane Dorian: Should I stay or should I go?,30-Aug-19
1628107588-443,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Grenada PM: Climate change is an existential threat for us in the islands,21-May-19
1628107588-415,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Hurricane Dorian threatens the US,3-Sep-19
1628107588-441,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Here are the names of the hurricanes for the 2019 season,1-Jun-19
1628107588-417,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,DHS watchdog: FEMA's IT-related issues 'hindered' its response to 2017 hurricanes,3-Sep-19
1628107588-429,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Hurricane Dorian nears Puerto Rico,28-Aug-19
1628107588-430,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,FEMA faces headwinds in Puerto Rico as Dorian hits,28-Aug-19
1628107588-452,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,FEMA shared 2.3 million disaster survivors' personal information with contractor,22-Mar-19
1628107588-425,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Florida is keeping an eye on nursing homes' generators after Hurricane Irma fatalities,30-Aug-19
1628107588-435,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,"4 employees to face charges in Florida nursing home deaths after Hurricane Irma, lawyer says",26-Aug-19
1628107588-431,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,"Donald Trump vs. Puerto Rico, round 2",27-Aug-19
1628107588-457,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Meet the Puerto Rican sisterhood reinventing the island's future after Maria,19-Sep-18
1628107588-414,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Climate change makes storms like Dorian more dangerous,3-Sep-19
1628107588-459,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Trump nominates a top FEMA official to lead the agency,15-Feb-19
1628107588-448,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,'Playing PlayStation' to win the America's Cup,29-Mar-19
1628107588-447,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,"Gusty winds and human error could be factors in the deadly Seattle crane accident, some experts say",30-Apr-19
1628107588-437,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,7-foot alligator makes itself at home in a Florida family's pool,27-Jul-19
1628107588-450,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,"Hurricane disaster aid was faster in Texas and Florida than in Puerto Rico, study says",22-Jan-19
1628107588-440,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,House Democrats allege the Trump administration is not turning over hurricane response records,2-Jul-19
1628107588-449,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,House lawmakers push for Puerto Rico statehood amid disaster relief debate,28-Mar-19
1628107588-453,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Cyclone Idai could be the deadliest tropical cyclone to hit Africa. Here's what you need to know,19-Mar-19
1628107588-438,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,From a debt crisis to Hurricane Maria to a massive texting scandal: Why Puerto Rico is in chaos,18-Jul-19
1628107588-455,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,St. Barts is back with a bang: The Caribbean hotspot's comeback story,14-Mar-19
1628107588-444,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Fact check: Trump continues to mislead on immigration and Puerto Rico disaster funding,9-May-19
1628107588-426,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Florida's special vulnerability to hurricanes,10-Sep-17
1628107588-419,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Trump doesn't think he's 'ever even heard of a Category 5' hurricane. Four such storms have threatened the US since he took office,1-Sep-19
1628107588-434,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,"More arrests expected in 12 deaths at Florida nursing home, police say",27-Aug-19
1628107588-420,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,"As Dorian approaches, we need to prepare for the worst",31-Aug-19
1628107588-451,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,How sailing is helping the Caribbean after Hurricane Irma,26-Mar-19
1628107588-442,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Hurricane season is here. Brace yourself for up to 4 major storms in the Atlantic,1-Jun-19
1628107588-428,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Fact check: Does Trump's reallocation of FEMA funds take money from Puerto Rico?,29-Aug-19
1628107588-445,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Trump knocks Democrats while visiting disaster-affected Florida,8-May-19
1628107588-433,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=51&page=1,Dorian is expected to near hurricane strength as it spins toward Puerto Rico,27-Aug-19
1628107795-499,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,NOAA forecasts below-normal Atlantic hurricane season thanks to El Niño,9-Aug-18
1628107795-483,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Charleston resident: Time moves strangely when a hurricane eyes you,12-Sep-18
1628107795-477,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Hurricane Florence is the latest setback to struggling flood insurance program,14-Sep-18
1628107795-463,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,2017 In Review Fast Facts,16-Nov-17
1628107795-482,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,How coastal development and climate change are making hurricanes more costly,12-Sep-18
1628107795-476,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,More flights canceled as Florence moves through Carolinas,14-Sep-18
1628107795-478,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,'Ride-out team' cares for aquarium animals during Florence,14-Sep-18
1628107795-498,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,New Puerto Rico death toll amplifies Trump disconnect on relief efforts,9-Aug-18
1628107795-497,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Florida governor declares emergency over red tide for 7 counties,14-Aug-18
1628107795-503,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,FEMA admits it was understaffed and underprepared for 2017 hurricanes,13-Jul-18
1628107795-467,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Hurricane Michael's aftermath,8-Oct-18
1628107795-487,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,These people are opening their homes to Hurricane Florence evacuees,11-Sep-18
1628107795-509,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"Ready or not, Puerto Ricans rush to prepare as storm nears Caribbean",6-Jul-18
1628107795-480,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,The military's preparations for Florence are a stark reminder,13-Sep-18
1628107795-486,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,FEMA official: Puerto Rico knows more about hurricane deaths than it has told the public,11-Sep-18
1628107795-489,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,NFL kickoff ratings fall again after weather delay and sluggish game,7-Sep-18
1628107795-475,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,IRS grants tax extensions to Hurricane Florence victims,15-Sep-18
1628107795-484,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"Free lodging, waived fees and other ways businesses are helping Hurricane Florence evacuees",12-Sep-18
1628107795-465,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Cumberland Island: Exploring a mostly untouched national seashore,1-Nov-18
1628107795-470,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Hurricane Florence's toll on US homes and businesses has now hit 11 figures,7-Oct-18
1628107795-474,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,With Florence's death and destruction came acts of bravery and selflessness,15-Sep-18
1628107795-500,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,A toxic algae bloom in Florida is slaughtering marine life by the masses,2-Aug-18
1628107795-479,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"Carolina food banks, already short on supplies, are in desperate need of donations",13-Sep-18
1628107795-507,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Beryl weakens to low pressure system as it moves toward Puerto Rico,8-Jul-18
1628107795-485,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,The world's most prestigious equestrian event just started in Florence's path,11-Sep-18
1628107795-462,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"The biggest question for hurricane survivors is, 'What now?'",18-Sep-18
1628107795-504,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"A man harasses a woman for wearing a Puerto Rico shirt, saying it's 'un-American'",10-Jul-18
1628107795-460,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Huge tornado in Cuba kills 4 and injures 195,28-Jan-19
1628107795-505,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,The threat Trump has to acknowledge at NATO,10-Jul-18
1628107795-471,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Macron under fire for Caribbean photograph,1-Oct-18
1628107795-501,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Grim report card for planet ranks 2017 one of hottest years in recorded history,1-Aug-18
1628107795-466,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Cotton farmers say Hurricane Michael stole their crop of a lifetime. It could put them out of business for good,16-Oct-18
1628107795-493,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Arizona and Florida show how tough the Senate map is for Democrats,28-Aug-18
1628107795-468,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,How to stay safe after Hurricane Michael,11-Oct-18
1628107795-488,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"'It's just a heck of a storm,' Florence hurricane hunter says",11-Sep-18
1628107795-496,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"Puerto Rico says power restoration after Hurricane Maria is complete, but that's not quite right",14-Aug-18
1628107795-492,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"Puerto Rico says nearly 3,000 people died in Hurricane Maria. So why have officials produced only 57 names?",31-Aug-18
1628107795-491,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"Overwhelmed FEMA called on 'bottom of the barrel' staff for 2017 disasters, GAO says",4-Sep-18
1628107795-481,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"More than 1,300 flights canceled in advance of Hurricane Florence",13-Sep-18
1628107795-495,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,A closer look at Omarosa's excerpt on Puerto Rico -- from a reporter who was there,17-Aug-18
1628107795-490,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Airport hotels with the best runway views,4-Sep-18
1628107795-508,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"Beryl weakens to tropical storm, but Puerto Rico, Caribbean on alert",7-Jul-18
1628107795-464,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Trump does not want more relief funding sent to Puerto Rico,12-Nov-18
1628107795-472,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,How the US turned Hurricane Maria from a natural disaster to a man-made catastrophe,21-Sep-18
1628107795-461,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Puerto Rico can't afford to pay for Trump's wall,13-Jan-19
1628107795-473,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"A week after Florence, FEMA is still having to debunk rumors and hoax stories",19-Sep-18
1628107795-506,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Puerto Rico deals with rain and flooding as remnants of Beryl move over the island,9-Jul-18
1628107795-502,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,"FEMA chief: Some parts of Puerto Rico response not present, but agency was 'phenomenal'",24-Jul-18
1628107795-469,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Hurricane evacuation: A beginner's guide,9-Oct-18
1628107795-494,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=101&page=1,Florida's toxic algae problem and your health: 'Red tide' and 'green slime',16-Aug-18
1628107914-547,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,San Juan mayor: Trump's words on Puerto Rico are 'utter hypocrisy',31-Jan-18
1628107914-544,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,The U.S. still has no idea how many Puerto Ricans are out of work,15-Feb-18
1628107914-551,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,Hurricane Katrina was 'tragedy turned into blessing' for musician,12-Jan-18
1628107914-513,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,EPA commissions a challenge coin for 2017 disaster responders,21-Jun-18
1628107914-512,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,Puerto Rico pushes for statehood by 2021,28-Jun-18
1628107914-518,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,Melania Trump will step in front of press cameras Wednesday,5-Jun-18
1628107914-546,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,Facebook didn't catch fake 'supermoon' video as it racked up 16 million views,31-Jan-18
1628107914-550,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,A bold bid for climate justice,11-Jan-18
1628107914-515,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,What 2 CNN reporters want you to know about Puerto Rico,2-Jun-18
1628107914-523,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,Get ready for an above-average hurricane season in 2018,24-May-18
1628107914-529,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,"Antigua Sailing Week: Serious sailing, serious fun",27-Apr-18
1628107914-524,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,The 14 best new Caribbean hotels and resorts,14-Feb-18
1628107914-517,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,President Trump today,6-Jun-18
1628107914-534,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,Puerto Rico to get $18 billion from HUD for Hurricane Maria recovery,11-Apr-18
1628107914-521,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,Americans viewed Hurricane Maria as if it was happening in another country,30-May-18
1628107914-545,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,"Contractor promised 30 million meals to Puerto Rico. Only 50,000 were delivered. Lawmakers ask why.",6-Feb-18
1628107914-532,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,"Why there will never be another hurricane named Harvey, Irma, Maria or Nate",12-Apr-18
1628107914-520,https://www.cnn.com/search?size=50&q=Hurricane%20irma&from=151&page=1,"On Trump's watch, the single most deadly natural disaster in modern America",1-Jun-18
